ID,Line_EN,Station,Station_EN,Component_EN,Occurrence Date,Installation Date,Year,Month,YearMonth,Season,Days Since Installation,Months Since Installation,Years Since Installation,Average Daily Ridership,Ridership_Category,Location_Type_EN,Station_Daily_Runs,Station_Daily_Runs_Category,Manufacturer,Supplier,LineStation,LineStation_EN,LineStation_Failure_Count,PlatformDoor,PlatformDoor_Failure_Count,Platform_Number,Door_Number,Door_Position,Component
98,Gyeongbu Line,금정,Geumjeong,Obstacle Sensor,2019-01-26,2010-12-15,2019,1,2019-01,Winter,2964,98.8,8.120547945,35324,High,Above Ground,134,Medium-High,"오디텍,포피스",현대무벡스,경부선_금정,Gyeongbu Line_Geumjeong,55,3번홈_1-1,62.0,3.0,1.0,1.0,장애물센서
99,Gyeongbu Line,금정,Geumjeong,Electrical Stop,2019-01-26,2010-12-15,2019,1,2019-01,Winter,2964,98.8,8.120547945,35324,High,Above Ground,134,Medium-High,Unknown,현대무벡스,경부선_금정,Gyeongbu Line_Geumjeong,55,3번홈_6-1,42.0,3.0,6.0,1.0,전기정
100,Gyeongbu Line,금정,Geumjeong,Obstacle Sensor,2019-01-28,2010-12-15,2019,1,2019-01,Winter,2966,98.86666667,8.126027397,35324,High,Above Ground,134,Medium-High,"오디텍,포피스",현대무벡스,경부선_금정,Gyeongbu Line_Geumjeong,55,3번홈_3-2,36.0,3.0,3.0,2.0,장애물센서
101,Gwacheon Line,과천,Gwacheon,Electrical Stop,2019-01-29,2015-11-15,2019,1,2019-01,Winter,1171,39.03333333,3.208219178,9875,Medium-Low,Underground,126,Medium-High,Unknown,포스코ICT,과천선_과천,Gwacheon Line_Gwacheon,64,1번홈_6-2,67.0,1.0,6.0,2.0,전기정
102,Ansan Line,안산,Ansan,Open/Close Sensor,2019-01-29,2014-04-15,2019,1,2019-01,Winter,1750,58.33333333,4.794520548,14502,Medium-High,Above Ground,54,Low,Unknown,GS네오텍,안산선_안산,Ansan Line_Ansan,168,2번홈_3-2,111.0,2.0,3.0,2.0,열림/닫힘센서
103,Suin Line,남동인더스파크,Namdong Induspark,Open/Close Sensor,2019-01-29,2017-11-15,2019,1,2019-01,Winter,440,14.66666667,1.205479452,2446,Low,Above Ground,82,Low,Unknown,GS네오텍,수인선_남동인더스파크,Suin Line_Namdong Induspark,30,1번홈_3-3,101.0,1.0,3.0,3.0,열림/닫힘센서
105,Ansan Line,안산,Ansan,Electrical Stop,2019-01-31,2014-04-15,2019,1,2019-01,Winter,1752,58.4,4.8,14502,Medium-High,Above Ground,54,Low,Unknown,GS네오텍,안산선_안산,Ansan Line_Ansan,168,3번홈_10-4,36.0,3.0,10.0,4.0,전기정
106,Suin Line,호구포,Hogupo,Emergency Door Sensor,2019-01-31,2017-08-15,2019,1,2019-01,Winter,534,17.8,1.463013699,4823,Low,Above Ground,82,Low,Unknown,GS네오텍,수인선_호구포,Suin Line_Hogupo,23,2번홈_8-4,94.0,2.0,8.0,4.0,비상문센서
107,Jungang Line,양평,Yangpyeong,Electrical Stop,2019-01-01,2017-09-15,2019,1,2019-01,Winter,473,15.76666667,1.295890411,4231,Low,Above Ground,51,Low,Unknown,GS네오텍,중앙선_양평,Jungang Line_Yangpyeong,41,7번홈_8-4,4.0,7.0,8.0,4.0,전기정
108,Jungang Line,오빈,Obin,Open/Close Sensor,2019-01-04,2017-09-15,2019,1,2019-01,Winter,476,15.86666667,1.304109589,412,Low,Above Ground,46,Low,Unknown,GS네오텍,중앙선_오빈,Jungang Line_Obin,23,1번홈_4-2,104.0,1.0,4.0,2.0,열림/닫힘센서
109,Jungang Line,오빈,Obin,Open/Close Sensor,2019-01-04,2017-09-15,2019,1,2019-01,Winter,476,15.86666667,1.304109589,412,Low,Above Ground,46,Low,Unknown,GS네오텍,중앙선_오빈,Jungang Line_Obin,23,1번홈_1-2,112.0,1.0,1.0,2.0,열림/닫힘센서
110,Jungang Line,국수,Guksu,Open/Close Sensor,2019-01-11,2017-09-15,2019,1,2019-01,Winter,483,16.1,1.323287671,892,Low,Above Ground,49,Low,Unknown,GS네오텍,중앙선_국수,Jungang Line_Guksu,25,3번홈_7-1,27.0,3.0,7.0,1.0,열림/닫힘센서
111,Jungang Line,양평,Yangpyeong,Position Sensor,2019-01-12,2017-09-15,2019,1,2019-01,Winter,484,16.13333333,1.326027397,4231,Low,Above Ground,48,Low,Unknown,GS네오텍,중앙선_양평,Jungang Line_Yangpyeong,41,2번홈_기타,8.0,2.0,0.0,0.0,정위치센서
112,Jungang Line,원덕,Wondeok,Open/Close Sensor,2019-01-12,2017-09-15,2019,1,2019-01,Winter,484,16.13333333,1.326027397,496,Low,Above Ground,46,Low,Unknown,GS네오텍,중앙선_원덕,Jungang Line_Wondeok,45,2번홈_4-3,81.0,2.0,4.0,3.0,열림/닫힘센서
113,Jungang Line,양수,Yangsu,Open/Close Sensor,2019-01-14,2017-09-15,2019,1,2019-01,Winter,486,16.2,1.331506849,2639,Low,Above Ground,48,Low,Unknown,GS네오텍,중앙선_양수,Jungang Line_Yangsu,47,2번홈_6-4,99.0,2.0,6.0,4.0,열림/닫힘센서
114,Jungang Line,용문,Yongmun,Open/Close Sensor,2019-01-15,2017-09-15,2019,1,2019-01,Winter,487,16.23333333,1.334246575,3071,Low,Above Ground,48,Low,Unknown,GS네오텍,중앙선_용문,Jungang Line_Yongmun,63,1번홈_3-4,97.0,1.0,3.0,4.0,열림/닫힘센서
115,Jungang Line,용문,Yongmun,DCU,2019-01-21,2017-09-15,2019,1,2019-01,Winter,493,16.43333333,1.350684932,3071,Low,Above Ground,48,Low,TBR,GS네오텍,중앙선_용문,Jungang Line_Yongmun,63,2번홈_2-1,95.0,2.0,2.0,1.0,DCU
116,Jungang Line,양수,Yangsu,Open/Close Sensor,2019-01-29,2017-09-15,2019,1,2019-01,Winter,501,16.7,1.37260274,2639,Low,Above Ground,51,Low,Unknown,GS네오텍,중앙선_양수,Jungang Line_Yangsu,47,3번홈_2-4,32.0,3.0,2.0,4.0,열림/닫힘센서
117,Gyeongchun Line,천마산,Cheonmasan,Position Sensor,2019-01-15,2018-04-15,2019,1,2019-01,Winter,275,9.166666667,0.753424658,1977,Low,Above Ground,50,Low,Unknown,현대무벡스,경춘선_천마산,Gyeongchun Line_Cheonmasan,3,2번홈_기타,8.0,2.0,0.0,0.0,정위치센서
118,Bundang Line,죽전,Jukjeon,DCU,2019-01-04,2015-01-15,2019,1,2019-01,Winter,1450,48.33333333,3.97260274,17572,Medium-High,Above Ground,187,High,STEN,현대로템,분당선_죽전,Bundang Line_Jukjeon,89,2번홈_1-1,163.0,2.0,1.0,1.0,DCU
119,Bundang Line,죽전,Jukjeon,DCU,2019-01-08,2015-01-15,2019,1,2019-01,Winter,1454,48.46666667,3.983561644,17572,Medium-High,Above Ground,187,High,STEN,현대로템,분당선_죽전,Bundang Line_Jukjeon,89,2번홈_6-1,97.0,2.0,6.0,1.0,DCU
120,Bundang Line,정자,Jeongja,Motor,2019-01-10,2013-12-15,2019,1,2019-01,Winter,1852,61.73333333,5.073972603,16522,Medium-High,Underground,168,Medium-High,dunkern,삼중테크,분당선_정자,Bundang Line_Jeongja,79,1번홈_6-2,67.0,1.0,6.0,2.0,모터
121,Bundang Line,수내,Sunae,DCU,2019-01-24,2016-01-15,2019,1,2019-01,Winter,1105,36.83333333,3.02739726,17371,Medium-High,Underground,168,Medium-High,STEN,GS네오텍,분당선_수내,Bundang Line_Sunae,117,1번홈_4-4,98.0,1.0,4.0,4.0,DCU
122,Gyeongwon Line,월계,Wolgye,Motor,2019-01-01,2018-06-15,2019,1,2019-01,Winter,200,6.666666667,0.547945205,10053,Medium-Low,Above Ground,121,Medium-Low,dunkern,우진산전,경원선_월계,Gyeongwon Line_Wolgye,58,2번홈_3-4,74.0,2.0,3.0,4.0,모터
123,Gyeongwon Line,동두천중앙,Dongducheon Central,DCU,2019-01-03,2017-09-15,2019,1,2019-01,Winter,475,15.83333333,1.301369863,3857,Low,Above Ground,68,Low,삼중테크,삼중테크,경원선_동두천중앙,Gyeongwon Line_Dongducheon Central,37,2번홈_1-2,121.0,2.0,1.0,2.0,DCU
124,Gyeongwon Line,신이문,Sinimun,Motor,2019-01-04,2012-06-15,2019,1,2019-01,Winter,2394,79.8,6.55890411,12525,Medium-Low,Above Ground,187,High,dunkern,GS네오텍,경원선_신이문,Gyeongwon Line_Sinimun,56,2번홈_10-4,83.0,2.0,10.0,4.0,모터
125,Gyeongwon Line,월계,Wolgye,Motor,2019-01-07,2018-06-15,2019,1,2019-01,Winter,206,6.866666667,0.564383562,10053,Medium-Low,Above Ground,123,Medium-High,dunkern,우진산전,경원선_월계,Gyeongwon Line_Wolgye,58,1번홈_3-2,102.0,1.0,3.0,2.0,모터
126,Gyeongwon Line,외대앞,Hankuk University of Foreign Studies,Electrical Stop,2019-01-08,2016-12-15,2019,1,2019-01,Winter,754,25.13333333,2.065753425,15061,Medium-High,Above Ground,186,High,Unknown,GS네오텍,경원선_외대앞,Gyeongwon Line_Hankuk University of Foreign Studies,98,1번홈_10-4,81.0,1.0,10.0,4.0,전기정
127,Gyeongwon Line,석계,Seokgye,Motor,2019-01-13,2010-03-15,2019,1,2019-01,Winter,3226,107.5333333,8.838356164,28906,High,Above Ground,186,High,dunkern,현대무벡스,경원선_석계,Gyeongwon Line_Seokgye,75,1번홈_8-2,65.0,1.0,8.0,2.0,모터
128,Gyeongwon Line,동두천,Dongducheon,Electrical Stop,2019-01-15,2017-09-15,2019,1,2019-01,Winter,487,16.23333333,1.334246575,2580,Low,Above Ground,68,Low,Unknown,삼중테크,경원선_동두천,Gyeongwon Line_Dongducheon,46,3번홈_1-1,62.0,3.0,1.0,1.0,전기정
129,Gyeongwon Line,동두천,Dongducheon,Position Sensor,2019-01-16,2017-09-15,2019,1,2019-01,Winter,488,16.26666667,1.336986301,2580,Low,Above Ground,68,Low,Unknown,삼중테크,경원선_동두천,Gyeongwon Line_Dongducheon,46,3번홈_기타,3.0,3.0,0.0,0.0,정위치센서
130,Gyeongwon Line,외대앞,Hankuk University of Foreign Studies,Obstacle Sensor,2019-01-20,2016-12-15,2019,1,2019-01,Winter,766,25.53333333,2.098630137,15061,Medium-High,Above Ground,187,High,산일전기,GS네오텍,경원선_외대앞,Gyeongwon Line_Hankuk University of Foreign Studies,98,2번홈_8-2,77.0,2.0,8.0,2.0,장애물센서
131,Gyeongwon Line,회기,Hoegi,Emergency Door Sensor,2019-01-20,2010-03-15,2019,1,2019-01,Winter,3233,107.7666667,8.857534247,55569,High,Above Ground,186,High,Unknown,현대무벡스,경원선_회기,Gyeongwon Line_Hoegi,98,1번홈_4-4,98.0,1.0,4.0,4.0,비상문센서
132,Gyeongwon Line,양주,Yangju,DCU,2019-01-22,2017-12-15,2019,1,2019-01,Winter,403,13.43333333,1.104109589,10969,Medium-Low,Above Ground,103,Medium-Low,삼중테크,삼중테크,경원선_양주,Gyeongwon Line_Yangju,32,3번홈_4-2,36.0,3.0,4.0,2.0,DCU
133,Gyeongwon Line,도봉산,Dobongsan,Obstacle Sensor,2019-01-22,2016-07-15,2019,1,2019-01,Winter,921,30.7,2.523287671,13873,Medium-High,Above Ground,129,Medium-High,산일전기,삼중테크,경원선_도봉산,Gyeongwon Line_Dobongsan,83,3번홈_7-3,28.0,3.0,7.0,3.0,장애물센서
134,Gyeongwon Line,도봉,Dobong,Open/Close Sensor,2019-01-22,2018-04-15,2019,1,2019-01,Winter,282,9.4,0.77260274,8394,Medium-Low,Above Ground,122,Medium-Low,Unknown,우진산전,경원선_도봉,Gyeongwon Line_Dobong,35,2번홈_1-1,163.0,2.0,1.0,1.0,열림/닫힘센서
135,Gyeongwon Line,신이문,Sinimun,Motor,2019-01-26,2012-06-15,2019,1,2019-01,Winter,2416,80.53333333,6.619178082,12525,Medium-Low,Above Ground,186,High,dunkern,GS네오텍,경원선_신이문,Gyeongwon Line_Sinimun,56,1번홈_8-2,65.0,1.0,8.0,2.0,모터
136,Gyeongwon Line,동두천,Dongducheon,Door Detection Sensor,2019-01-31,2017-09-15,2019,1,2019-01,Winter,503,16.76666667,1.378082192,2580,Low,Above Ground,68,Low,Unknown,삼중테크,경원선_동두천,Gyeongwon Line_Dongducheon,46,3번홈_1-1,62.0,3.0,1.0,1.0,출입문검지센서
137,Jungang Line,도농,Donong,Electrical Stop,2019-01-10,2017-08-15,2019,1,2019-01,Winter,513,17.1,1.405479452,14972,Medium-High,Above Ground,87,Medium-Low,Unknown,동우자동도어,중앙선_도농,Jungang Line_Donong,61,2번홈_8-3,61.0,2.0,8.0,3.0,전기정
138,Gyeongchun Line,망우,Mangwoo,Electrical Stop,2019-01-13,2017-11-15,2019,1,2019-01,Winter,424,14.13333333,1.161643836,10352,Medium-Low,Above Ground,84,Medium-Low,Unknown,동우자동도어,경춘선_망우,Gyeongchun Line_Mangwoo,24,5번홈_5-4,12.0,5.0,5.0,4.0,전기정
139,Jungang Line,도심,Dosim,Electrical Stop,2019-01-16,2017-09-15,2019,1,2019-01,Winter,488,16.26666667,1.336986301,2995,Low,Above Ground,58,Low,Unknown,GS네오텍,중앙선_도심,Jungang Line_Dosim,34,2번홈_8-2,77.0,2.0,8.0,2.0,전기정
140,Jungang Line,상봉,Sangbong,Open/Close Sensor,2019-01-18,2016-01-15,2019,1,2019-01,Winter,1099,36.63333333,3.010958904,19643,Medium-High,Above Ground,86,Medium-Low,Unknown,GS네오텍,중앙선_상봉,Jungang Line_Sangbong,108,1번홈_7-4,61.0,1.0,7.0,4.0,열림/닫힘센서
141,Jungang Line,상봉,Sangbong,Motor,2019-01-21,2016-01-15,2019,1,2019-01,Winter,1102,36.73333333,3.019178082,19643,Medium-High,Above Ground,86,Medium-Low,dunkern,GS네오텍,중앙선_상봉,Jungang Line_Sangbong,108,1번홈_1-4,147.0,1.0,1.0,4.0,모터
142,Gyeongchun Line,상봉,Sangbong,Open/Close Sensor,2019-01-28,2016-01-15,2019,1,2019-01,Winter,1109,36.96666667,3.038356164,19643,Medium-High,Above Ground,86,Medium-Low,Unknown,GS네오텍,경춘선_상봉,Gyeongchun Line_Sangbong,70,4번홈_5-1,45.0,4.0,5.0,1.0,열림/닫힘센서
143,Jungang Line,양정,Yangjeong,DCU,2019-01-28,2017-08-15,2019,1,2019-01,Winter,531,17.7,1.454794521,748,Low,Above Ground,84,Medium-Low,아트웨어,동우자동도어,중앙선_양정,Jungang Line_Yangjeong,38,2번홈_1-1,163.0,2.0,1.0,1.0,DCU
144,Gyeongwon Line,청량리,Cheongnyangni,Motor,2019-01-29,2018-03-15,2019,1,2019-01,Winter,320,10.66666667,0.876712329,26589,High,Above Ground,9,Low,dunkern,우진산전,경원선_청량리,Gyeongwon Line_Cheongnyangni,81,1번홈_3-4,97.0,1.0,3.0,4.0,모터
145,Bundang Line,복정,Bokjeong,Obstacle Sensor,2019-01-09,2010-12-15,2019,1,2019-01,Winter,2947,98.23333333,8.073972603,8616,Medium-Low,Underground,168,Medium-High,오디텍,현대무벡스,분당선_복정,Bundang Line_Bokjeong,24,2번홈_2-4,94.0,2.0,2.0,4.0,장애물센서
146,Ilsan Line,대화,Daehwa,DCU,2019-02-07,2015-11-15,2019,2,2019-02,Winter,1180,39.33333333,3.232876712,19149,Medium-High,Underground,132,Medium-High,삼중테크,삼중테크,일산선_대화,Ilsan Line_Daehwa,10,2번홈_1-2,121.0,2.0,1.0,2.0,DCU
147,Ilsan Line,삼송,Samsong,Open/Close Sensor,2019-02-14,2016-11-15,2019,2,2019-02,Winter,821,27.36666667,2.249315068,30046,High,Underground,132,Medium-High,Unknown,GS네오텍,일산선_삼송,Ilsan Line_Samsong,54,1번홈_1-1,174.0,1.0,1.0,1.0,열림/닫힘센서
148,Ilsan Line,삼송,Samsong,Open/Close Sensor,2019-02-14,2016-11-15,2019,2,2019-02,Winter,821,27.36666667,2.249315068,30046,High,Underground,132,Medium-High,Unknown,GS네오텍,일산선_삼송,Ilsan Line_Samsong,54,1번홈_4-1,86.0,1.0,4.0,1.0,열림/닫힘센서
149,Ilsan Line,삼송,Samsong,Emergency Door Sensor,2019-02-14,2016-11-15,2019,2,2019-02,Winter,821,27.36666667,2.249315068,30046,High,Underground,132,Medium-High,Unknown,GS네오텍,일산선_삼송,Ilsan Line_Samsong,54,1번홈_1-1,174.0,1.0,1.0,1.0,비상문센서
150,Ilsan Line,삼송,Samsong,Emergency Door Sensor,2019-02-14,2016-11-15,2019,2,2019-02,Winter,821,27.36666667,2.249315068,30046,High,Underground,132,Medium-High,Unknown,GS네오텍,일산선_삼송,Ilsan Line_Samsong,54,1번홈_4-1,86.0,1.0,4.0,1.0,비상문센서
151,Gyeongui Line,금촌,Geumchon,Electrical Stop,2019-02-14,2017-09-15,2019,2,2019-02,Winter,517,17.23333333,1.416438356,7952,Medium-Low,Above Ground,74,Low,Unknown,GS네오텍,경의선_금촌,Gyeongui Line_Geumchon,21,1번홈_3-2,102.0,1.0,3.0,2.0,전기정
152,Gyeongui Line,행신,Haengsin,Emergency Door Sensor,2019-02-20,2018-01-15,2019,2,2019-02,Winter,401,13.36666667,1.098630137,10592,Medium-Low,Above Ground,83,Medium-Low,Unknown,우진산전,경의선_행신,Gyeongui Line_Haengsin,58,2번홈_6-1,97.0,2.0,6.0,1.0,비상문센서
153,Gyeongui Line,행신,Haengsin,Emergency Door Sensor,2019-02-23,2018-01-15,2019,2,2019-02,Winter,404,13.46666667,1.106849315,10592,Medium-Low,Above Ground,82,Low,Unknown,우진산전,경의선_행신,Gyeongui Line_Haengsin,58,4번홈_1-2,25.0,4.0,1.0,2.0,비상문센서
154,Gyeongui Line,행신,Haengsin,Emergency Door Sensor,2019-02-23,2018-01-15,2019,2,2019-02,Winter,404,13.46666667,1.106849315,10592,Medium-Low,Above Ground,82,Low,Unknown,우진산전,경의선_행신,Gyeongui Line_Haengsin,58,4번홈_8-2,36.0,4.0,8.0,2.0,비상문센서
155,Gyeongbu Line,남영,Namyeong,Obstacle Sensor,2019-02-03,2014-03-15,2019,2,2019-02,Winter,1786,59.53333333,4.893150685,13231,Medium-Low,Above Ground,236,High,"오토닉스,포피스",삼중테크,경부선_남영,Gyeongbu Line_Namyeong,162,2번홈_2-3,96.0,2.0,2.0,3.0,장애물센서
156,Gyeongui Line,수색,Susaek,Open/Close Sensor,2019-02-04,2018-02-15,2019,2,2019-02,Winter,354,11.8,0.969863014,4137,Low,Above Ground,82,Low,Unknown,우진산전,경의선_수색,Gyeongui Line_Susaek,97,4번홈_8-3,37.0,4.0,8.0,3.0,열림/닫힘센서
157,Gyeongbu Line,용산,Yongsan,DCU,2019-02-07,2010-12-15,2019,2,2019-02,Winter,2976,99.2,8.153424658,61873,High,Above Ground,325,High,TBR,현대무벡스,경부선_용산,Gyeongbu Line_Yongsan,51,3번홈_3-1,38.0,3.0,3.0,1.0,DCU
158,Gyeongbu Line,남영,Namyeong,Motor,2019-02-22,2014-03-15,2019,2,2019-02,Winter,1805,60.16666667,4.945205479,13231,Medium-Low,Above Ground,236,High,dunkern,삼중테크,경부선_남영,Gyeongbu Line_Namyeong,162,1번홈_10-3,72.0,1.0,10.0,3.0,모터
159,Gyeongbu Line,남영,Namyeong,DCU,2019-02-28,2014-03-15,2019,2,2019-02,Winter,1811,60.36666667,4.961643836,13231,Medium-Low,Above Ground,236,High,삼중테크,삼중테크,경부선_남영,Gyeongbu Line_Namyeong,162,1번홈_10-3,72.0,1.0,10.0,3.0,DCU
160,Gyeongin Line,소사,Sosa,Door Detection Sensor,2019-02-01,2011-09-15,2019,2,2019-02,Winter,2696,89.86666667,7.38630137,14644,Medium-High,Above Ground,118,Medium-Low,Unknown,GS네오텍,경인선_소사,Gyeongin Line_Sosa,142,4번홈_10-3,37.0,4.0,10.0,3.0,출입문검지센서
161,Gyeongin Line,소사,Sosa,Door Detection Sensor,2019-02-02,2011-09-15,2019,2,2019-02,Winter,2697,89.9,7.389041096,14644,Medium-High,Above Ground,118,Medium-Low,Unknown,GS네오텍,경인선_소사,Gyeongin Line_Sosa,142,4번홈_전체,3.0,4.0,0.0,0.0,출입문검지센서
162,Gyeongin Line,소사,Sosa,DCU,2019-02-02,2011-09-15,2019,2,2019-02,Winter,2697,89.9,7.389041096,14644,Medium-High,Above Ground,118,Medium-Low,아트웨어,GS네오텍,경인선_소사,Gyeongin Line_Sosa,142,4번홈_1-1,45.0,4.0,1.0,1.0,DCU
163,Gyeongin Line,소사,Sosa,Door Detection Sensor,2019-02-02,2011-09-15,2019,2,2019-02,Winter,2697,89.9,7.389041096,14644,Medium-High,Above Ground,118,Medium-Low,Unknown,GS네오텍,경인선_소사,Gyeongin Line_Sosa,142,4번홈_전체,3.0,4.0,0.0,0.0,출입문검지센서
164,Gyeongin Line,구일,Guil,Open/Close Sensor,2019-02-02,2015-01-15,2019,2,2019-02,Winter,1479,49.3,4.052054795,12043,Medium-Low,Above Ground,125,Medium-High,Unknown,포스코ICT,경인선_구일,Gyeongin Line_Guil,102,1번홈_3-4,97.0,1.0,3.0,4.0,열림/닫힘센서
165,Gyeongin Line,소사,Sosa,DCU,2019-02-02,2011-09-15,2019,2,2019-02,Winter,2697,89.9,7.389041096,14644,Medium-High,Above Ground,118,Medium-Low,아트웨어,GS네오텍,경인선_소사,Gyeongin Line_Sosa,142,4번홈_1-1,45.0,4.0,1.0,1.0,DCU
166,Gyeongin Line,온수,Onsu,Obstacle Sensor,2019-02-03,2010-12-15,2019,2,2019-02,Winter,2972,99.06666667,8.142465753,20733,Medium-High,Above Ground,117,Medium-Low,오디텍,현대무벡스,경인선_온수,Gyeongin Line_Onsu,66,4번홈_4-4,39.0,4.0,4.0,4.0,장애물센서
167,Gyeongin Line,개봉,Gaebong,Obstacle Sensor,2019-02-03,2010-12-15,2019,2,2019-02,Winter,2972,99.06666667,8.142465753,30045,High,Above Ground,207,High,오디텍,현대무벡스,경인선_개봉,Gyeongin Line_Gaebong,173,4번홈_5-4,40.0,4.0,5.0,4.0,장애물센서
168,Gyeongin Line,개봉,Gaebong,Obstacle Sensor,2019-02-03,2010-12-15,2019,2,2019-02,Winter,2972,99.06666667,8.142465753,30045,High,Above Ground,207,High,오디텍,현대무벡스,경인선_개봉,Gyeongin Line_Gaebong,173,4번홈_10-1,25.0,4.0,10.0,1.0,장애물센서
170,Gyeongbu Line,신도림,Sindorim,Obstacle Sensor,2019-02-04,2018-10-15,2019,2,2019-02,Winter,112,3.733333333,0.306849315,29333,High,Above Ground,349,High,산일전기,비츠로시스,경부선_신도림,Gyeongbu Line_Sindorim,32,3번홈_9-4,19.0,3.0,9.0,4.0,장애물센서
172,Gyeongbu Line,신도림,Sindorim,Motor,2019-02-04,2018-10-15,2019,2,2019-02,Winter,112,3.733333333,0.306849315,29333,High,Above Ground,347,High,dunkern,비츠로시스,경부선_신도림,Gyeongbu Line_Sindorim,32,4번홈_3-3,34.0,4.0,3.0,3.0,모터
173,Gyeongin Line,온수,Onsu,DCU,2019-02-05,2010-12-15,2019,2,2019-02,Winter,2974,99.13333333,8.147945205,20733,Medium-High,Above Ground,118,Medium-Low,TBR,현대무벡스,경인선_온수,Gyeongin Line_Onsu,66,1번홈_1-3,103.0,1.0,1.0,3.0,DCU
174,Gyeongbu Line,신도림,Sindorim,Obstacle Sensor,2019-02-05,2018-10-15,2019,2,2019-02,Winter,113,3.766666667,0.309589041,29333,High,Above Ground,349,High,산일전기,비츠로시스,경부선_신도림,Gyeongbu Line_Sindorim,32,3번홈_9-4,19.0,3.0,9.0,4.0,장애물센서
175,Gyeongbu Line,영등포,Yeongdeungpo,Electrical Stop,2019-02-06,2010-12-15,2019,2,2019-02,Winter,2975,99.16666667,8.150684932,59229,High,Above Ground,351,High,Unknown,현대무벡스,경부선_영등포,Gyeongbu Line_Yeongdeungpo,71,3번홈_3-1,38.0,3.0,3.0,1.0,전기정
176,Gyeongbu Line,관악,Gwanak,Motor,2019-02-06,2015-12-15,2019,2,2019-02,Winter,1149,38.3,3.147945205,9514,Medium-Low,Above Ground,111,Medium-Low,dunkern,우진산전,경부선_관악,Gyeongbu Line_Gwanak,119,1번홈_2-2,105.0,1.0,2.0,2.0,모터
179,Gyeongin Line,중동,Jungdong,DCU,2019-02-08,2015-12-15,2019,2,2019-02,Winter,1151,38.36666667,3.153424658,12385,Medium-Low,Above Ground,118,Medium-Low,STEN,우진산전,경인선_중동,Gyeongin Line_Jungdong,92,1번홈_6-1,81.0,1.0,6.0,1.0,DCU
180,Ansan Line,상록수,Sangnoksu,DCU,2019-02-08,2011-09-15,2019,2,2019-02,Winter,2703,90.1,7.405479452,19389,Medium-High,Above Ground,126,Medium-High,아트웨어,GS네오텍,안산선_상록수,Ansan Line_Sangnoksu,114,2번홈_2-1,95.0,2.0,2.0,1.0,DCU
188,Gyeongin Line,동암,Dongam,DCU,2019-02-11,2010-12-15,2019,2,2019-02,Winter,2980,99.33333333,8.164383562,20415,Medium-High,Above Ground,197,High,TBR,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,2번홈_7-2,59.0,2.0,7.0,2.0,DCU
197,Ansan Line,산본,Sanbon,DCU,2019-02-14,2013-12-15,2019,2,2019-02,Winter,1887,62.9,5.169863014,20913,Medium-High,Above Ground,127,Medium-High,STEN,GS네오텍,안산선_산본,Ansan Line_Sanbon,55,2번홈_2-2,92.0,2.0,2.0,2.0,DCU
200,Ansan Line,산본,Sanbon,DCU,2019-02-17,2013-12-15,2019,2,2019-02,Winter,1890,63.0,5.178082192,20913,Medium-High,Above Ground,127,Medium-High,STEN,GS네오텍,안산선_산본,Ansan Line_Sanbon,55,2번홈_2-2,92.0,2.0,2.0,2.0,DCU
